ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-8340-8347-7	はじまるよ		熊谷守一 絵	ぱくきょんみ 文		福音館書店		2017.11	20p	21cm		0.1.2.えほん				¥800	
978-4-8340-8369-9	じょやのかね		とうごうなりさ さく			福音館書店		2017.11	32p	28cm		日本傑作絵本シリーズ				¥1200	
978-4-8340-8370-5	貨物船のはなし		柳原良平 作			福音館書店		2017.11	39p	26cm		たくさんのふしぎ傑作集				¥1300	
978-4-8347-4513-9	作ったら着回して楽しむ大人服	60代からの装い提案				ブティック社		2017.11	80p	26cm		レディブティックシリーズ 4513				¥1111	
978-4-8347-4517-7	パイナップル模様の大人のニット	かぎ針編みの美しい編み地のウエアとストール28点			改訂版	ブティック社		2017.11	104p	26cm		レディブティックシリーズ 4517	ハマナカ手芸手あみ糸作品集			¥972	
978-4-8347-4520-7	和布ソーイング vol.9					ブティック社		2017.11	128p	30cm		レディブティックシリーズ 4520			心地よい暮らしを楽しむ和布の服とこもの	¥944	
978-4-8347-4523-8	まっすぐ編みの巻きもの	マフラー、スヌード、ネックウォーマー、ショール、ケープ			改訂版	ブティック社		2017.11	88p	26cm		レディブティックシリーズ 4523				¥1000	
978-4-8347-4524-5	パッチワーク教室 特別号2017					ブティック社		2017.11	130p	30cm		レディブティックシリーズ 4524			好きな布で作るとっておきのパッチワーク	¥1000	
978-4-8347-7494-8	毎日の食べるみそ汁100		杵島直美 著			ブティック社		2017.11	96p	26cm		ブティック・ムック 1394				¥1111	
978-4-8347-7495-5	パターンアートBOOK	数字の示す模様を描き込んで、美しいアートを完成させる	佐々木曜 訳			ブティック社		2017.11	25枚	26×26cm		ブティック・ムック 1395				¥1204	
978-4-8347-7496-2	ジェルネイルSpecial Edition	今すぐ始められる最旬アートが満載!				ブティック社		2017.11	88p	30cm		ブティック・ムック 1396				¥1111	
978-4-8350-8124-3	冬柏 第1巻				復刻版	不二出版		2017.10	599p	22cm					第1巻第1号〜第9号(昭和5年3月〜11月)	¥18667	3巻セット¥56000
978-4-8350-8125-0	冬柏 第2巻				復刻版	不二出版		2017.10	496p	22cm					第2巻第1号〜第6号(昭和5年12月〜昭和6年5月)	¥18667	3巻セット¥56000
978-4-8350-8126-7	冬柏 第3巻				復刻版	不二出版		2017.10	p497〜985 8p	22cm					第2巻第7号〜第12号(昭和6年6月〜11月)	¥18666	3巻セット¥56000
978-4-8354-5503-7	日本相撲史 上巻		酒井忠正 著		復刻版	復刊ドットコム		2017.7	397, 9p	27×38cm						¥25000	全2巻セット¥50000
978-4-8354-5503-7	日本相撲史 中巻		酒井忠正 著		復刻版	復刊ドットコム		2017.7	387, 7p	27×38cm					明治・大正篇	¥25000	全2巻セット¥50000
978-4-8354-5507-5	三つ目がとおる《オリジナル版》大全集 2		手塚治虫 著			復刊ドットコム		2017.10	433p	26cm						¥5500	
978-4-8354-5528-0	デンキ	科學処やなぎや	鶴田謙二 著			復刊ドットコム		2017.10	1冊(ページ付なし)	31cm						¥2800	
978-4-8354-5529-7	燃える!!女子プロレス	大合本	島本和彦 著			復刊ドットコム		2017.11	590p	19cm						¥3200	
978-4-8356-3076-2	ぴあ灘東灘食本	新発見!「旨過ぎ!」の300皿				ぴあ株式会社関西支社		2017.11	90p	30cm		ぴあMOOK関西				¥880	
978-4-8356-3077-9	冬ぴあ 2017	関西版				ぴあ株式会社関西支社		2017.11	154p	30cm		ぴあMOOK関西	季節限定ぴあ			¥650	
978-4-8356-3343-5	ホテルブッフェ&スイーツバイキング+食べ放題 2018	首都圏版 お腹も心も満たされる、至福の400軒				ぴあ		2017.11	128p	30cm		ぴあMOOK				¥750	
978-4-8356-3724-2	東海ごちそうドライブ					ぴあ株式会社中部支社		2017.11	98p	26cm		ぴあMOOK中部				¥880	
978-4-8356-3725-9	冬ぴあ 2017-2018	東海版				ぴあ株式会社中部支社		2017.11	152p	30cm		ぴあMOOK中部				¥650	
978-4-8376-6457-4	誤嚥性肺炎を自力で撃退するNo.1療法	のどを鍛えると長生きできる! 無口な人は要注意!				マキノ出版		2017.10	64p	29cm		マキノ出版ムック				¥750	
978-4-8376-6458-1	ふるさと納税ニッポン! 2018冬号					マキノ出版		2017.10	266p	30cm		マキノ出版ムック				¥680	
978-4-8379-2707-5	人生、余裕で生きる極意	今日から「心の達人」になれる本	武田双雲 著			三笠書房		2017.11	213p	19cm						¥1300	
978-4-8387-5257-7	女性のための防災BOOK	“もしも”のときに、あなたを守ってくれる知恵とモノ			最新版	マガジンハウス		2017.12	90p	29cm		MAGAZINE HOUSE MOOK				¥657	
978-4-8387-9202-3	ヘアREMIX 2018	FINEBOYS+Plus HAIRおしゃれヘアカタログ保存版				日之出出版	マガジンハウス	2017.10	178p	30cm		HINODE MOOK 493			史上空前のわっしょい!トレンドヘア爆祭り!	¥787	
978-4-8387-9203-0	ステージスクエア vol.29	STAGE SQUARE				日之出出版	マガジンハウス	2017.10	122p	30cm		HINODE MOOK 494			生田斗真『ローゼンクランツとギルデンスターンは死んだ』/森田剛	¥880	
978-4-8387-9204-7	ウルトラマンタロウ	大人のためのタロウ読本。				日之出出版	マガジンハウス	2017.10	113p	30cm		HINODE MOOK 495	俺たちのウルトラマンシリーズ			¥1667	
978-4-8391-0534-1	朝日・毎日・読売社説総覧 2017-1		明文書房編集部 編集			明文書房		2017.10	365p	27cm					1月〜3月	¥10000	
978-4-8392-1622-1	New看護学生プレトレーニング	看護を学ぶ前にもう一度整理しておきたい基礎知識	メヂカルフレンド社編集部 編集		第2版	メヂカルフレンド社		2017.10	85p	26cm						¥900	
978-4-8397-0173-4	瞑想アート	真のクリエイティビティを目覚めさす	ミラ 著	市場義人 訳		OEJ Books	めるくまーる	2017.10	271p	19cm						¥2300	
978-4-8403-0665-2	中学受験進学レーダー 2017年入試直前特別号		みくに出版 編集			みくに出版		2017.11	113p	26cm					中学受験受かる!合格大作戦	¥1300	
978-4-8403-0678-2	重大ニュース 2017	中学受験用	日能研教務部 企画・編集			日能研	みくに出版	2017.11	191p	26cm		日能研ブックス				¥1500	
978-4-8404-5938-9	脳神経外科速報 第27巻11号(2017-11)	PRACTICAL CURRENTLY				メディカ出版		2017.11	p1109〜1216	28cm					私の手術論手術のflexibility 清水宏明	¥2500	
978-4-8404-6001-9	整形外科の疾患&治療	“やさしい”患者ページと“わかる”ナースページの2本立て!	津村弘 監修			メディカ出版		2017.11	239p	26cm						¥4000	
978-4-8404-6058-3	ロジカルシンキング プレゼンテーション ファシリテーションまるごとBOOK	目指せマネジメント力向上!	ナーシングビジネス編集室 編			メディカ出版		2017.11	175p	26cm						¥2800	
978-4-8404-6064-4	リハビリナース 第10巻6号(2017-6)	リハビリ看護の実践力アップをサポートします!				メディカ出版		2017.11	112p	26cm					ADL場面別に徹底解説!むずかしいケースの対応もわかる!リハビリ病棟の転倒・転落予防	¥2000	
978-4-8404-6076-7	Nutrition Care 第10巻11号(2017-11)	患者を支える栄養の「知識」と「技術」を追究する				メディカ出版		2017.11	104p	26cm					何を選ぶ?病態別に一発理解!経腸栄養剤の選択手順と変更のポイント	¥1800	
978-4-8404-6212-9	手指衛生関連製品をかしこく選びたいときにすぐに読む本	探せる・学べる手洗い関連製品のすべて 擦式アルコール製剤、ハンドケア製品、手技評価製品、遵守率評価製品etc.	森兼啓太 監修			メディカ出版		2017.11	140p	26cm		インフェchoice				¥2700	
978-4-8406-9562-6	新天理図書館善本叢書 12		天理大学附属天理図書館 編集		影印	天理大学出版部	八木書店	2017.10	208, 17p	31cm					世俗諺文 作文大躰	¥30000	
978-4-8433-5149-9	満洲開拓文学選集 第10巻		西原和海 監修		復刻	ゆまに書房		2017.10	308, 5p	22cm					満洲の印象	¥13000	
978-4-8433-5150-5	満洲開拓文学選集 第11巻		西原和海 監修		復刻	ゆまに書房		2017.10	176, 196, 6p	22cm					満洲の朝 民族の緯糸	¥16000	
978-4-8433-5151-2	満洲開拓文学選集 第12巻		西原和海 監修		復刻	ゆまに書房		2017.10	338, 5p	22cm					大陸の青春	¥14000	
978-4-8433-5152-9	満洲開拓文学選集 第13巻		西原和海 監修		復刻	ゆまに書房		2017.10	308, 7p	22cm					満洲農村紀行	¥13000	
978-4-8433-5153-6	満洲開拓文学選集 第14巻		西原和海 監修		復刻	ゆまに書房		2017.10	219, 320, 11p	22cm					私の開拓地手記 北満教育建設記	¥23000	
978-4-8433-5154-3	満洲開拓文学選集 第15巻		西原和海 監修		復刻	ゆまに書房		2017.10	248, 123, 6p	22cm					満蒙開拓青少年義勇軍 満洲開拓歌曲集	¥16000	
978-4-8433-5155-0	満洲開拓文学選集 第16巻		西原和海 監修		復刻	ゆまに書房		2017.10	257, 6p	22cm					義勇軍	¥11000	
978-4-8433-5156-7	満洲開拓文学選集 第17巻		西原和海 監修		復刻	ゆまに書房		2017.10	271, 6p	22cm					開拓民運動のために	¥12000	
978-4-8433-5157-4	満洲開拓文学選集 第18巻		西原和海 監修		復刻	ゆまに書房		2017.10	292, 5p	22cm					大陸日本の文化構想	¥12000	
978-4-8433-5223-6	日本人と動物の歴史 2		小宮輝之 著			ゆまに書房		2017.10	65p	27cm					野生動物	¥2800	
978-4-8433-5297-7	メディア史研究 第42号	Media History	メディア史研究会 編集			ゆまに書房		2017.10	181p	21cm					特集=メディアとしての手紙(書簡)	¥2400	
978-4-8433-5300-4	写真集成近代日本の建築 20		松波秀子 監修		復刻	ゆまに書房		2017.10	476p	22cm					清水組明治期建築写真集	¥20000	
978-4-8433-5301-1	写真集成近代日本の建築 21		清水組 編輯	松波秀子 監修	復刻	ゆまに書房		2017.10	227, 153p	31cm					清水組住宅建築図集 第1輯	¥40000	
978-4-8433-5302-8	写真集成近代日本の建築 22		清水組 編輯	松波秀子 監修	復刻	ゆまに書房		2017.10	232p	31cm					清水組住宅建築図集 第2輯	¥25000	
978-4-8433-5303-5	写真集成近代日本の建築 23		清水組 編輯	松波秀子 監修	復刻	ゆまに書房		2017.10	149p	31cm					清水組ホテル建築図集	¥20000	
978-4-8443-6716-1	Googleアナリティクスのやさしい教科書。	手を動かしながら学ぶアクセス解析の基本と実践ポイント	山野勉 著			エムディエヌコーポレーション	インプレス	2017.11	223p	21cm						¥2200	
978-4-8446-0869-1	リハビリテーション医学		真柄彰 編	鴨下博 編		理工図書		2017.11	330p	26cm		メディカルスタッフ専門基礎科目シリーズ				¥5000	
978-4-8449-0599-8	公務員試験過去問新Quick Master 5		東京リーガルマインドLEC総合研究所公務員試験部 編著		第7版	東京リーガルマインド		2017.11	529p	21cm					人文科学 1	¥1600	
978-4-8449-0649-0	公務員試験過去問新Quick Master 13		東京リーガルマインドLEC総合研究所公務員試験部 編著		第7版	東京リーガルマインド		2017.11	557p	21cm					ミクロ経済学	¥1600	
978-4-8449-8067-4	司法書士試験合格ゾーン択一式過去問題集商業登記法 2018年版		東京リーガルマインドLEC総合研究所司法書士試験部 編著			東京リーガルマインド		2017.11	734p	21cm						¥3500	
978-4-8449-8069-8	司法書士試験合格ゾーン択一式過去問題集憲法・刑法・供託法・司法書士法 2018年版		東京リーガルマインドLEC総合研究所司法書士試験部 編著			東京リーガルマインド		2017.11	902p	21cm						¥3200	
978-4-8451-1515-0	地方に生きる若者たち	インタビューからみえてくる仕事・結婚・暮らしの未来	石井まこと 編	宮本みち子 編		旬報社		2017.11	323p	21cm						¥1800	
978-4-8451-1516-7	21世紀国際社会を考える	多層的な世界を読み解く38章	渋谷淳一 編著	本田量久 編著		旬報社		2017.11	391p	21cm						¥2700	
978-4-8458-3105-0	ゴルゴ13 VOLUME152	GOLGO13:PERFECT MACHINE OF SNIPE	さいとうたかを 著			リイド社		2017.11	303p	15cm		SPコミックスコンパクト			獣の爪を折れ	¥476	
978-4-8458-5170-6	サイコ工場 Ω線		谷口トモオ 著		完全版	リイド社		2017.11	273p	21cm		SPコミックス	リイドカフェコミックス			¥1389	
978-4-8458-5171-3	黄色い悪夢		黄島点心 著			リイド社		2017.11	1冊	21cm		リイドカフェコミックス				¥1200	
978-4-8460-1632-6	表現空間論	建築/小説/映画の可能性	鈴木隆之 著			論創社		2017.12	367p	22cm						¥3800	
978-4-8460-1633-3	老愛小説		古屋健三 著			論創社		2017.12	313p	20cm						¥2200	
978-4-8460-1643-2	素性を明かさぬ死		マイルズ・バートン 著	圭初幸恵 訳		論創社		2017.10	255p	20cm		論創海外ミステリ 196				¥2200	
978-4-8460-1658-6	ピカデリーパズル		ファーガス・ヒューム 著	波多野健 編訳		論創社		2017.10	499p	20cm		論創海外ミステリ 197				¥3200	
978-4-8460-1664-7	フランス史<中世> 6	HISTOIRE DE FRANCE:LE MOYEN AGE	ジュール・ミシュレ 著	桐村泰次 訳		論創社		2017.11	484p	20cm						¥4500	
978-4-8461-1705-4	化学防災読本	化学災害からどう身を守るか	門奈弘己 著			緑風出版		2017.11	187p	21cm		プロブレムQ&A				¥1700	
978-4-8463-1200-8	遙かなる一九七〇年代-京都	学生運動解体期の物語と記憶	松岡利康 編著	垣沼真一 編著		鹿砦社		2017.11	300p	21cm						¥2800	
978-4-8470-4960-6	Halation	菅野結以写真集	Yui Fujii 撮影	Shitomichi 撮影		ワニブックス		2017.11	1冊(ページ付なし)	26cm						¥1667	
978-4-8470-4969-9	Anniversary	水谷果穂写真集	長野博文 撮影			ワニブックス		2017.11	1冊(ページ付なし)	31cm						¥2800	
978-4-8470-9598-6	デスクと気持ちの片づけで見違える、わたしの仕事時間	OURHOME	Emi 著			ワニブックス		2017.11	191p	19cm		正しく暮らすシリーズ				¥1300	
978-4-8470-9622-8	ブルーボトルコーヒーのフィロソフィー		ジェームス・フリーマン 著	ケイトリン・フリーマン 著		ワニ・プラス	ワニブックス	2017.11	229p	25cm						¥3600	
978-4-8471-4357-1	山本浩司のautoma systemオートマ過去問 2018年度版3	司法書士	山本浩司 著			早稲田経営出版		2017.11	361p	21cm					不動産登記法 1	¥2400	
978-4-8471-4358-8	山本浩司のautoma systemオートマ過去問 2018年度版4	司法書士	山本浩司 著			早稲田経営出版		2017.11	333p	21cm					不動産登記法 2	¥2400	
978-4-8471-4371-7	司法書士直前チェック必修論点総まとめ 5		竹下貴浩 著			早稲田経営出版		2017.11	508p	21cm					会社法・商法・商業登記法	¥3600	
978-4-8471-4372-4	司法書士直前チェック必修論点総まとめ 6		竹下貴浩 著			早稲田経営出版		2017.11	329p	21cm					民事訴訟法・民事執行法・民事保全法	¥2600	
978-4-8471-4373-1	司法書士直前チェック必修論点総まとめ 7		竹下貴浩 著			早稲田経営出版		2017.11	336p	21cm					憲法・刑法	¥2800	
978-4-8471-4374-8	司法書士直前チェック必修論点総まとめ 8		竹下貴浩 著			早稲田経営出版		2017.11	209p	21cm					供託法・司法書士法	¥1600	
978-4-86000-367-8	キスがスキ	love poem	白井ひかる 著			竹林館		2017.10	117p	18cm						¥1500	
978-4-86000-370-8	仏教の宣伝	詩集	ハラキン 著			竹林館		2017.10	126p	22cm						¥2000	
978-4-86015-418-9	社会的養護		喜多一憲 監修	堀場純矢 編集		みらい		2017.11	191p	26cm		みらい×子どもの福祉ブックス				¥2100	
978-4-86028-277-6	映像情報インダストリアル 2017-11					産業開発機構		2017.11	100p	26cm					IOTの新潮流!スマートファクトリー/カメラ性能をフルに活かす“産業用レンズ”	¥1400	
978-4-86037-253-8	世界一の妻		らふ亜沙弥 著			創風社出版		2017.9	140p	19cm		俳句とエッセー				¥1400	
978-4-86044-813-4	時実新子の川柳と慟哭		時実新子 著	平井美智子 編		新葉館出版		2017.11	98p	18cm		新葉館ブックス				¥1200	
978-4-86047-273-3	ギャラリー 2017vol.11	アートフィールドウォーキングガイド				ギャラリーステーション		2017.11	208p	21cm					<私の10点>河口龍夫	¥800	
978-4-86059-175-5	なんで、私が医学部に!? 2019年版		受験と教育を考える会 著			アーク出版		2017.10	182p	21cm					医学部入試の最新事情&驚異の学習システム	¥1200	
978-4-86067-645-2	DIYで火の暮らしを楽しむ	「火の道具」のDIY実例&ハウツー 火遊びにあこがれる大人たちのDIYバイブル!				地球丸		2017.11	112p	29cm		CHIKYU-MARU MOOK	自然暮らしの本			¥1600	
978-4-86092-589-5	消化器の臨床 Vol.20No.5(2017-10・11)	Clinics in Gastroenterology	桑山肇 編集主幹			ヴァンメディカル		2017.10	p316〜384	26cm					消化器の臨床20年の歩み	¥2500	
978-4-86096-096-4	法人登記書式精義 第1巻		登記研究編集室 編		改訂版	テイハン		2017.10	655p	22cm						¥8500	
978-4-86144-444-9	重機fan Vol.2					八重洲出版		2017.10	96p	29cm		ヤエスメディアムック 541			土木工事のスーパーヒーローCAT D10T2に迫る!	¥1852	
978-4-86152-624-4	ファン・ゴッホ巡りゆく日本の夢		ファン・ゴッホ 画	圀府寺司 編集		青幻舎		2017.10	285p	30cm						¥6000	
978-4-86152-625-1	Van Gogh & Japan		Van Gogh 画	Tsukasa Kōdera 編		青幻舎		2017.10	293p	30cm						¥15000	
978-4-86171-168-8	僕の音盤青春記 花の東京編		牧野良幸 絵と文			音楽出版社		2017.12	247p	21cm		CDジャーナルムック			1981-1991	¥1852	
978-4-86182-649-8	フトゥーワ	イスラームの騎士道精神	アブー・アブドゥッラフマーン・スラミー 著	中田考 監訳		作品社		2017.11	183p	20cm						¥2200	
978-4-86182-658-0	『死者の書』の謎	折口信夫とその時代	鈴木貞美 著			作品社		2017.10	279p	20cm						¥2600	
978-4-86182-667-2	資本主義の終焉	資本の17の矛盾とグローバル経済の未来	デヴィッド・ハーヴェイ 著	大屋定晴 訳		作品社		2017.11	426p	20cm						¥2800	
978-4-86185-245-9	中国集団指導体制の「核心」と「七つのメカニズム」	習近平政権からの新たな展開	胡鞍鋼 著	楊竺松 著			日本僑報社	2017.12	171p	19cm						¥1900	
978-4-86199-987-1	ラジオ番組表 2017秋		月刊ラジオライフ 編			三才ブックス		2017.11	258p	27cm		三才ムック Vol.957				¥1000	
978-4-86201-883-0	一生に一度はお参りしたい神社100	格別のご利益を授かれる特選・日本全国神社名鑑				メディアックス		2017.11	97p	30cm		メディアックスMOOK 633				¥1000	
978-4-86201-885-4	フィギュアスケートファン通信 25					メディアックス		2017.11	113p	30cm		メディアックスMOOK 635			最速特集!ロステレコム杯2017 inロシア・モスクワ	¥1000	
978-4-86204-286-6	魔女と魔術師		ルーシー・キャベンディッシュ 著	住友玲子 訳		アールズ出版		2017.10	270p	19cm						¥1800	
978-4-86246-377-7	ラインを極める人体ドローイングマスターコース	ライン、構造から陰影まで	スティーヴ・ヒューストン 著	Bスプラウト 訳		ボーンデジタル		2017.11	192p	26cm						¥3000	
978-4-86246-387-6	インクルーシブHTML+CSS&JavaScript	多様なユーザーニーズに応えるフロントエンドデザインパターン	ヘイドン・ピカリング 著	太田良典 監訳		ボーンデジタル		2017.11	263p	26cm						¥2800	
978-4-86265-613-1	現代アラビア語辞典	アラビア語-日本語	田中博一 著	スバイハット レイス 監修		鳥影社		2017.9	1023p	22cm						¥10000	
978-4-86270-221-0	腎・高血圧の最新治療 Vol.6No.4(2017)	腎・高血圧治療の今を伝える専門誌	成田一衛 企画			フジメディカル出版		2017.10	p176〜238	26cm					特集腎臓病患者のための栄養学-最近の話題	¥800	
978-4-86279-452-9	ROTARY BROS. Vol.09					モーターマガジン社		2017.10	129p	30cm		モーターマガジンムック			祝ロータリー50周年〜輝かしき栄光よ再び〜	¥2000	
978-4-86291-164-3	IVR BOOK 2017					メディカルアイ		2017.10	104p	28cm						¥3704	
978-4-86297-721-2	K-POP BEST IDOL Vol.6					ロングランドジェイ	ジーウォーク	2017.11	97p	30cm		G-MOOK 134			東方神起復帰記念号	¥1000	
978-4-86316-317-1	輸入車ガイドブック 2018	IMPORTED CARS GUIDE BOOK				日刊自動車新聞社		2017.10	209p	30cm						¥1112	
978-4-86316-318-8	東京モーターショーガイド 2017	オフィシャル	日本自動車工業会 監修			日刊自動車新聞社		2017.10	159p	37cm						¥556	
978-4-86325-107-6	改革派教会		オリヴィエ・ミエ 著	菊地信光 訳		一麦出版社		2017.10	151p	21cm						¥2000	
978-4-86326-250-8	新入社員基礎講座 2018		経営書院 編			産労総合研究所出版部経営書院		2017.11	74p	26cm						¥1000	
978-4-86327-410-5	中世神功皇后言説	日本人の精神文化の一側面	上嶌真弓 著			溪水社		2017.10	211p	20cm						¥2800	
978-4-86346-325-7	サピックス重大ニュース 2018年	中学入試用 中学入試に出る2017ニュース解説	サピックス小学部 企画・編集			代々木ライブラリー		2017.11	159p	30cm						¥1600	
978-4-86349-668-2	ブラックドッグノービスケッツ		トウテムポール 著			茜新社		2017.11				EDGE COMIX	東京心中 7			¥680	
978-4-86349-669-9	OPERA 65					茜新社		2017.11				EDGE COMIX	ORIGINAL BOYSLOVE COMIC ANTHOLOGY		幻想	¥907	
978-4-86361-030-9	日本難字異体字大字典 文字編		井上辰雄 監修	日本難字異体字大字典編集委員会 編集	コンパクト版	遊子館		2017.10	57, 387p	22cm						¥9250	全2巻セット¥18500
978-4-86361-030-9	日本難字異体字大字典 解読編		井上辰雄 監修	日本難字異体字大字典編集委員会 編集	コンパクト版	遊子館		2017.10	379p	22cm						¥9250	全2巻セット¥18500
978-4-86367-371-7	異和共生のまちづくり	暮らしても、遊んでも、働いても面白いまちへ再変革	筋原章博 著			セルバ出版	創英社	2017.10	183p	19cm						¥1600	
978-4-86374-225-3	工事歩掛要覧 建築・設備編		経済調査会積算研究会 編		改訂21版	経済調査会		2017.10	734p	27cm						¥7700	
978-4-86385-282-2	去年マリエンバートで	歌集	林和清 著			書肆侃侃房		2017.10	141p	20cm		現代歌人シリーズ 18				¥1900	
978-4-86388-246-1	Sparkle VOL.32(2017)					メディアボーイ		2017.12	96p	30cm		メディアボーイMOOK				¥1574	
978-4-86388-247-8	HBハミングバーズ vol.12(2017Winter)	HB Humming Birds				メディアボーイ		2017.12	143p	30cm		メディアボーイMOOK			Fun Places for Sports!	¥722	
978-4-86389-394-8	とても良い人生のために	失敗の思いがけない恩恵と想像力の大切さ	J.K.ローリング 著	松岡佑子 訳		静山社		2017.11	72p	20cm						¥1000	
978-4-86389-395-5	フォックスクラフト 2		インバリ・イセーレス 著	金原瑞人 訳		静山社		2017.10	378, 5p	20cm					アイラと長老たちの岩	¥1600	
978-4-86395-948-4	経営と人望力	成功しつづける経営者の資質とは何か	大川隆法 著			幸福の科学出版		2017.11	249p	22cm						¥10000	
978-4-86395-950-7	マララの守護霊メッセージ	イスラム世界を変える新しい風 英日対訳	大川隆法 著			幸福の科学出版		2017.11	117p	19cm						¥1400	
978-4-86396-485-3	いすゞ自動車のすべて	日本最古の老舗トラックメーカーを徹底紹介			新版	芸文社		2017.12	113p	29cm		GEIBUN MOOKS				¥1204	
978-4-86396-507-2	アーリー・レース 2	記録写真と当時の音で知る国内Race近代史	安川肇 著			芸文社		2017.12	96p	28cm		芸文ムック			浮谷東次郎選手を多めに編集	¥3600	
978-4-86396-514-0	幸運暦でお金と幸せをつかむ本 2018年度版	新月の願い事お財布フリフリ開運和柄で絶対強運!	富士川碧砂 監修	高島万鳳 監修		芸文社		2017.12	65p	29cm		GEIBUN MOOKS				¥926	
978-4-86399-407-2	みるみるナーシング健康支援と社会保障制度 2018-2019		テコム編集委員会 編集	柳澤裕之 編集協力		テコム出版事業部		2017.10	244p	21cm		看護国試シリーズ				¥2000	
978-4-86399-410-2	歯科国試KEY WORDS TOPICS 2018		DES歯学教育スクール 編			テコム出版事業部		2017.10	283p	26cm					公衆衛生,社会歯科	¥4200	
978-4-86434-073-1	戦前大阪の鉄道駅小売事業		谷内正往 著			五絃舎		2017.9	117p	21cm						¥1400	
978-4-86435-315-1	鳩笛	藤原喜久子俳句・随筆集	藤原喜久子 著			コールサック社		2017.11	367p	22cm						¥2000	
978-4-86438-658-6	桃子先生、俳句ここを教えて!		辻桃子 著	増田真麻 聞き手		文學の森		2017.10	177p	19cm						¥1200	
978-4-86439-549-6	厚生労働 2017-10	生活と政策をつなぐ広報誌				日本医療企画		2017.10	50p	30cm						¥600	
978-4-86439-575-5	栄養経営エキスパート No.09(2017-11・12月号)	未来を拓く栄養経営士のためのスキルアップマガジン				日本医療企画		2017.11	94p	30cm					<特集>経管から経口、ミキサー食から固形食へ嚥下調整食のステップアップ実践ガイド	¥1500	
978-4-86439-580-9	月刊医療経営士 2017-11月号	次代を担う医療経営人財をサポートする				日本医療企画		2017.10	64p	30cm						¥800	
978-4-86439-586-1	CLINIC BAMBOO 2017-10	ばんぶう				日本医療企画		2017.10	72p	28cm					知らないと事故につながる医療安全対策の落とし穴	¥1000	
978-4-86439-594-6	SUN No.18(2017年秋号)	「介護福祉経営士」情報誌				日本介護福祉経営人材教育協会	日本医療企画	2017.10	29p	30cm						¥1000	
978-4-86439-599-1	介護ビジョン 2017.11	最新介護経営				日本医療企画		2017.10	80p	28cm					<特集>あんな製品、こんな設備が大活躍!モノが変える介護の仕事	¥1200	
978-4-86439-611-0	PHASE3 Vol.399(2017.November)	最新医療経営				日本医療企画		2017.10	92p	28cm						¥1200	
978-4-86439-617-2	ヘルスケア・レストラン 2017-11					日本医療企画		2017.10	76p	30cm						¥1100	
978-4-86445-095-9	東アジアにおける石製農具の使用痕研究		原田幹 著			六一書房		2017.10	319p	31cm						¥12000	
978-4-86466-360-1	司法試験/予備試験/ロースクール既修者試験肢別本 平成29年度版2					辰已法律研究所		2017.11	597, 5p	19cm					公法系行政法	¥3500	
978-4-86466-363-2	司法試験/予備試験/ロースクール既修者試験肢別本 平成29年度版5					辰已法律研究所		2017.11	643, 5p	19cm					民事系商法	¥3500	
978-4-86466-364-9	司法試験/予備試験/ロースクール既修者試験肢別本 平成29年度版6					辰已法律研究所		2017.11	689, 5p	19cm					民事系民訴	¥3500	
978-4-86466-366-3	司法試験/予備試験/ロースクール既修者試験肢別本 平成29年度版8					辰已法律研究所		2017.11	539, 5p	19cm					刑事系刑訴	¥3500	
978-4-86470-089-4	マンガで読む!本当に泣ける漢字の本		出口汪 監修			水王舎		2017.11	175p	19cm						¥1300	
978-4-86471-510-2	いろは・ひふみ呼吸書法の神秘	森羅万象を創造する「言霊/共振共鳴」の現象	山本光輝 著	建島恵美 著		ヒカルランド		2017.11	287p	20cm						¥1851	
978-4-86471-563-8	死に至る病い日本病	あなたも間違いなくかかっている 集団ふわふわゾンビ化の超感染力!	坂の上零 著			ヒカルランド		2017.11	305p	19cm						¥1815	
978-4-86500-073-3	私がアルビノについて調べ考えて書いた本	当事者から始める社会学	矢吹康夫 著			生活書院		2017.10	424, 18p	19cm						¥2700	
978-4-86503-052-5	最後の場所	現代美術、真に歓喜に値するもの 南嶌宏美術評論集	南嶌宏 著			月曜社		2017.10	591p	20cm						¥3500	
978-4-86517-239-3	腎移植を取り巻く新たな問題点		吉村了勇 編集	日本臨床腎移植学会 編		医学図書出版		2017.10	28p	21cm		腎移植連絡協議会からの提言				¥1500	
978-4-86517-242-3	泌尿器外科 Vol.30No.10(2017年10月)	Japanese Journal of Urological Surgery				医学図書出版		2017.10	p1481〜1594	30cm					特集前立腺癌における骨のマネージメント	¥2900	
978-4-86518-066-4	ログハウスセレクト 2018					大誠社		2017.10	130p	30cm		大誠ムック 48			生活に合わせたこだわりのログライフを発見!!	¥1389	
978-4-86519-055-7	OCULISTA No.55(2017.10月号)	Monthly Book	村上晶 編集主幹	高橋浩 編集主幹		全日本病院出版会		2017.10	5, 82p	26cm					緑内障診療に役立つ検査ノウハウ	¥3000	
