ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-319-45874-5	富山県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	315p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45875-2	富山県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	311p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45886-8	石川県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	319p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45887-5	石川県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	311p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45898-1	福井県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	321p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45899-8	福井県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	313p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45910-0	山梨県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	327p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45911-7	山梨県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	317p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45923-0	長野県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	326p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45924-7	長野県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	325p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45934-6	岐阜県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	323p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45947-6	静岡県・静岡市・浜松市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	336p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45948-3	静岡県・静岡市・浜松市の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	313p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45959-9	愛知県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	315p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45960-5	愛知県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	315p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45972-8	三重県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	330p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45984-1	滋賀県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	328p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-45985-8	滋賀県の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	327p	21cm		教員採用試験参考書シリーズ 9				¥1500	
978-4-319-45997-1	京都府の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	322p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46009-0	大阪府・大阪市・堺市・豊能地区の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	309p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46010-6	大阪府・大阪市・堺市・豊能地区の音楽科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	321p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46021-2	兵庫県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	328p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46033-5	奈良県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	326p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46046-5	和歌山県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	326p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46058-8	鳥取県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	332p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46071-7	島根県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	329p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46084-7	岡山県・岡山市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	320p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46096-0	広島県・広島市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	337p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46107-3	山口県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	342p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46120-2	徳島県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	328p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46132-5	香川県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	330p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46145-5	愛媛県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	326p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46156-1	高知県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	328p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46168-4	福岡県・福岡市・北九州市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	311p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46181-3	佐賀県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	332p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46205-6	熊本県・熊本市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	339p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46217-9	大分県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	327p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46229-2	宮崎県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	326p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46240-7	鹿児島県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	317p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46252-0	沖縄県の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	330p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46262-9	名古屋市の英語科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	324p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46264-3	名古屋市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	321p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46277-3	京都市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	324p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-319-46289-6	神戸市の理科参考書 2019年度版		協同教育研究会 編			協同出版		2017.10	313p	21cm		教員採用試験参考書シリーズ 8				¥1500	
978-4-320-00920-2	ビッグデータ解析の現在と未来	Hadoop,NoSQL,深層学習からオープンデータまで	原隆浩 著	喜連川優 コーディネーター		共立出版		2017.10	182p	19cm		共立スマートセレクション 20				¥1800	
978-4-320-04733-4	陸水環境化学	Limnological Chemistry	藤永薫 編集	大嶋俊一 著		共立出版		2017.10	131p	26cm						¥2600	
978-4-320-12423-3	すべての人のためのJavaプログラミング	Java for Everyone	立木秀樹 著	有賀妙子 著	第3版	共立出版		2017.10	293p	26cm						¥3000	
978-4-322-13106-2	KINZAI Financial Plan No.392(2017.10)					金融財政事情研究会ファイナンシャル・プランニング技能士センター	きんざい	2017.10	72p	26cm					<特集>農業の未来をさぐる	¥505	
978-4-322-13123-9	FPマニュアル 2017年度版		きんざいファイナンシャル・プランナーズ・センター 編著			きんざい		2017.10	558p	21cm						¥3276	
978-4-322-13231-1	事業再生と債権管理 第158号					金融財政事情研究会	きんざい	2017.10	192p	26cm					特集取引先の倒産・再生と企業の対応	¥2800	
978-4-324-10357-9	道路法令総覧 平成30年版		道路法令研究会 編集			ぎょうせい		2017.10	1冊	21cm						¥5300	
978-4-324-10358-6	用地補償実務六法 平成30年版		補償実務研究会 編集			ぎょうせい		2017.10	1冊	21cm						¥5000	
978-4-324-10360-9	都市計画法令要覧 平成30年版		国土交通省都市局都市計画課 監修	都市計画法制研究会 編集		ぎょうせい		2017.10	1冊	21cm						¥5000	
978-4-324-10385-2	東京都教育例規集 平成29年版		東京都教育庁総務部 監修			ぎょうせい		2017.9	2074, 14p	19cm						¥6200	
978-4-324-10401-9	国語に関する世論調査 平成28年度		文化庁文化部国語課 編			ぎょうせい		2017.9	169p	30cm		世論調査報告書			コミュニケーションの在り方・言葉遣い 2	¥3700	
978-4-330-81017-1	ながいながいかもつれっしゃ		溝口イタル え	渡辺朝枝 文		交通新聞社		2017.10	31p	25cm		でんしゃのひみつ				¥1300	
978-4-331-80372-1	韓国ドラマ完全データ名鑑 2018年版					廣済堂出版		2017.10	671p	21cm		廣済堂ベストムック 367号				¥2000	
978-4-333-02766-8	やもじろうとはりきち		降矢なな 作・絵			佼成出版社		2017.10	32p	23×25cm						¥1300	
978-4-334-87128-4	Platinum FLASH Vol.1	今もっとも輝いている美女23人クローズアップムック				光文社		2017.10	122p	30cm		光文社ブックス 128			2017年の夏を独占!グラビア界の至宝17P撮り下ろし小倉優香	¥741	
978-4-334-97954-6	笑われる勇気		蛭子能収 著			光文社		2017.10	207p	19cm						¥900	
978-4-335-35711-4	変容するテロリズムと法	各国における<自由と安全>法制の動向	大沢秀介 編著	新井誠 編著		弘文堂		2017.10	490p	22cm						¥5800	
978-4-335-75017-5	科学知と人文知の接点	iPS細胞研究の倫理的課題を考える	山中伸弥 監修	京都大学iPS細胞研究所上廣倫理研究部門 編		弘文堂		2017.10	363p	22cm						¥3500	
978-4-337-21804-8	黄門さまの社会科クイズ 4		国土社編集部 編集			国土社		2017.9	93p	22cm					地理・水とくらしの旅	¥2000	
978-4-338-20311-1	ジュディ・モード、ラッキーになる!		メーガン・マクドナルド 作	ピーター・レイノルズ 絵		小峰書店		2017.10	169p	19cm		ジュディ・モードとなかまたち 11				¥1400	
978-4-339-00901-9	Raspberry Pi ZeroによるIoT入門	Zero W対応	今井一雅 著			コロナ社		2017.10	167p	21cm						¥2200	
978-4-339-03222-2	スパースモデリング	基礎から動的システムへの応用	永原正章 著			コロナ社		2017.10	208p	21cm						¥3000	
978-4-342-01323-2	DataBase 4500完成英単語・熟語		荻野治雄 監修		第5版	桐原書店		2017.9	446p	19cm	CD-ROM(1枚 12cm)					¥990	
978-4-343-00964-7	Wonderful Kobe 2017Autumn-Winter					神戸新聞総合出版センター		2017.9	116p	30cm		神戸新聞MOOK			NEO“ハイカラ神戸”	¥907	
978-4-344-03155-5	革命のファンファーレ	現代のお金と広告	西野亮廣 著			幻冬舎		2017.10	310p	19cm						¥1389	
978-4-344-42649-8	沈黙する女たち		麻見和史 著			幻冬舎		2017.10	357p	16cm		幻冬舎文庫 あ-52-2				¥650	
978-4-344-42650-4	午後二時の証言者たち		天野節子 著			幻冬舎		2017.10	446p	16cm		幻冬舎文庫 あ-31-5				¥770	
978-4-344-42651-1	鍵の掛かった男		有栖川有栖 著			幻冬舎		2017.10	731p	16cm		幻冬舎文庫 あ-23-2	火村シリーズ			¥920	
978-4-344-42652-8	Mの女		浦賀和宏 著			幻冬舎		2017.10	215p	16cm		幻冬舎文庫 う-5-9				¥500	
978-4-344-42653-5	狂信者		江上剛 著			幻冬舎		2017.10	445p	16cm		幻冬舎文庫 え-6-7				¥730	
978-4-344-42654-2	極楽プリズン		木下半太 著			幻冬舎		2017.10	269p	16cm		幻冬舎文庫 き-21-20				¥580	
978-4-344-42655-9	それを愛とは呼ばず		桜木紫乃 著			幻冬舎		2017.10	342p	16cm		幻冬舎文庫 さ-42-1				¥600	
978-4-344-42656-6	生激撮!		田中経一 著			幻冬舎		2017.10	422p	16cm		幻冬舎文庫 た-59-2				¥770	
978-4-344-42657-3	ゴールデン・ブラッド	GOLDEN BLOOD	内藤了 著			幻冬舎		2017.10	340p	16cm		幻冬舎文庫 な-41-1				¥650	
978-4-344-42658-0	欲		西川三郎 著			幻冬舎		2017.10	324p	16cm		幻冬舎文庫 に-11-2				¥650	
978-4-344-42659-7	罠		西川三郎 著			幻冬舎		2017.10	259p	16cm		幻冬舎文庫 に-11-3				¥580	
978-4-344-42660-3	からくりがたり		西澤保彦 著			幻冬舎		2017.10	318p	16cm		幻冬舎文庫 に-8-11				¥650	
978-4-344-42661-0	禁忌		浜田文人 著			幻冬舎		2017.10	438p	16cm		幻冬舎文庫 は-18-11				¥730	
978-4-344-42662-7	ゼロデイ	警視庁公安第五課	福田和代 著			幻冬舎		2017.10	411p	16cm		幻冬舎文庫 ふ-26-2				¥730	
978-4-344-42663-4	雨に泣いてる		真山仁 著			幻冬舎		2017.10	364p	16cm		幻冬舎文庫 ま-18-3				¥600	
978-4-344-42664-1	おじいちゃん、死んじゃったって。		山崎佐保子 著			幻冬舎		2017.10	212p	16cm		幻冬舎文庫 や-39-1				¥540	
978-4-344-42665-8	細雨	秘め事おたつ	藤原緋沙子 著			幻冬舎		2017.10	278p	16cm		幻冬舎時代小説文庫 ふ-33-1				¥540	
978-4-344-42666-5	デメキン		佐田正樹 著			幻冬舎		2017.10	277p	16cm		幻冬舎よしもと文庫 Y-26-1				¥600	
978-4-344-42667-2	瞑想で心の癖を変える		相川圭子 著			幻冬舎		2017.10	187p	16cm		幻冬舎文庫 心-9-1	ヒマラヤ大聖者のシンプルな智慧			¥540	
978-4-344-42668-9	瞑想で愛の人になる		相川圭子 著			幻冬舎		2017.10	291p	16cm		幻冬舎文庫 心-9-2	ヒマラヤ大聖者のシンプルな智慧			¥600	
978-4-344-84082-9	ラストレシピ	麒麟の舌の記憶	金田正太郎 作画	田中経一 原作		幻冬舎コミックス	幻冬舎	2017.9				バーズコミックススペシャル				¥660	
978-4-344-91364-6	継がない子、残したい親のM&A戦略		小川潤也 著			幻冬舎メディアコンサルティング	幻冬舎	2017.10	220p	19cm						¥1200	
978-4-344-91376-9	ヒューマンファーストのこころの治療	現代病が増えつづける日本の社会	榎本稔 著			幻冬舎メディアコンサルティング	幻冬舎	2017.10	204p	19cm						¥1200	
978-4-344-91377-6	AI時代を生きる子どものためのSTEAM教育		デビッド・A.スーザ 著	トム・ピレッキ 著		幻冬舎メディアコンサルティング	幻冬舎	2017.10	262p	21cm						¥1400	
978-4-344-91378-3	そして僕は強くなる		茶豪 著			幻冬舎メディアコンサルティング	幻冬舎	2017.10	135p	19cm						¥1100	
978-4-344-91379-0	2040年の日本	データでしめす、日本の人口再増加	平野まつじ 著			幻冬舎メディアコンサルティング	幻冬舎	2017.10	229p	19cm						¥1000	
978-4-344-91380-6	宇宙の響きを聞きながら		高橋正和 詩・画			幻冬舎メディアコンサルティング	幻冬舎	2017.10	205p	19cm						¥1100	
978-4-344-91381-3	団十郎とおはぎのゐる家。		石橋淳一 作・絵			幻冬舎メディアコンサルティング	幻冬舎	2017.10	1冊(ページ付なし)	20cm						¥900	
978-4-344-91432-2	かげろうの向こうの家族	戦争遺児として逆境を乗り越えて	菅沼孝行 著			幻冬舎メディアコンサルティング	幻冬舎	2017.10	122p	20cm						¥1000	
978-4-344-95328-4	スペクテイター VOL.40(2017SPECIAL ISSUE)	Spectator				エディトリアル・デパートメント	幻冬舎	2017.10	183p	25cm					カレー・カルチャー	¥1000	
978-4-378-04146-9	わたしも水着をきてみたい		オーサ・ストルク 作	ヒッテ・スペー 絵		さ・え・ら書房		2017.10	41p	22cm						¥1200	
978-4-387-17125-6	サンリオキャラクター幸せ塗り絵帖				新装版	サンリオ		2017.10	1冊	20×20cm		サンリオチャイルドムック 08号				¥800	
978-4-391-15044-5	最新大腸がん治療	“納得して自分で決める”ための完全ガイド	福長洋介 監修			主婦と生活社		2017.10	159p	21cm		「あなたが選ぶ治療法」シリーズ				¥1300	
978-4-391-15053-7	乳がんを前向きに乗り越えるごはん	24歳で患った管理栄養士のリアルレシピ	本田祥子 著			主婦と生活社		2017.10	127p	21cm						¥1400	
978-4-391-15078-0	CHEERS	伊藤千晃フォトブック				主婦と生活社		2017.10	1冊(ページ付なし)	26cm						¥2300	
978-4-391-15110-7	SMAPがいた。僕らがいた	スーパーアイドルたちの舞台裏奮闘記	元J側近スタッフ一同 著			主婦と生活社		2017.10	207p	19cm						¥1204	
978-4-391-64060-1	Dr.コパの貼るだけ風水 2018年版		小林祥晃 著			主婦と生活社		2017.10	45p	26cm		生活シリーズ				¥926	
978-4-391-64061-8	毎日ラクに片づくクロゼット収納					主婦と生活社		2017.10	95p	30cm						¥1300	
978-4-391-64070-0	2D★STAR Vol.8					主婦と生活社		2017.10	117p	30cm						¥1389	
978-4-391-64079-3	シロギス投げ釣り特選サーフガイド	関東▷東海(全64カ所)<トップキャスターが詳細案内> 実績釣り場を網羅!地形、季節の傾向、大会会場まで詳細にガイド!				海悠出版	主婦と生活社	2017.10	130p	29cm		BIG1シリーズ 196				¥1800	
978-4-396-11517-3	異常気象はなぜ増えたのか	ゼロからわかる天気のしくみ	森朗 著			祥伝社		2017.10	200p	18cm		祥伝社新書 517				¥780	
978-4-396-11518-0	「宇宙戦艦ヤマト」の真実	いかに誕生し、進化したか	豊田有恒 著			祥伝社		2017.10	219p	18cm		祥伝社新書 518				¥780	
978-4-396-61619-9	最強の女	ニーチェ、サン=テグジュペリ、ダリ…天才たちを虜にした5人の女神	鹿島茂 著			祥伝社		2017.10	436p	19cm						¥1900	
978-4-396-61625-0	芭蕉 下		栗田勇 著			祥伝社		2017.10	501p	22cm						¥4500	
978-4-398-15443-9	ホノルル	Honolulu			2版	昭文社		2017.9	141p	18cm		ことりっぷ海外版				¥1200	
978-4-398-15448-4	ホーチミン	Ho Chi Minh			2版	昭文社		2017.9	109p	18cm		ことりっぷ海外版				¥1200	
978-4-398-15450-7	グアム	Guam			2版	昭文社		2017.9	109p	18cm		ことりっぷ海外版				¥1200	
978-4-398-15472-9	ベルギー・オランダ ルクセンブルク	Belgium & Netherlands,Luxembourg				昭文社		2017.9	127p	18cm		ことりっぷ海外版				¥1200	
978-4-398-15480-4	シドニー	Sydney				昭文社		2017.9	105p	18cm		ことりっぷ海外版				¥1200	
978-4-401-03562-5	ピアノ初心者のためのクラシック入門33曲	音名カナつき 有名な曲ではじめよう!弾いて、読んで楽しむピアノ曲集				シンコーミュージック・エンタテイメント		2017.10	135p	31cm		やさしいピアノ・ソロ				¥1400	
978-4-401-03563-2	中学生・高校生のピアノ・ソロ人気J-POP30	中級				シンコーミュージック・エンタテイメント		2017.10	176p	31cm						¥1600	
978-4-401-03564-9	中学生・高校生のピアノ・ソロ テレビ・映画・アニソンヒッツ30	中級				シンコーミュージック・エンタテイメント		2017.10	176p	31cm						¥1600	
978-4-401-03567-0	星野源Selection					シンコーミュージック・エンタテイメント		2017.10	136p	31cm		音名カナつきやさしいピアノ・ソロ				¥1800	
978-4-401-16136-2	J-POP&定番ベストソングス	人気の60曲掲載!				シンコーミュージック・エンタテイメント		2017.10	255p	31cm		ギター・ソロ				¥2200	
978-4-401-16137-9	J-POP&定番ベストソングス	人気の54曲掲載!				シンコーミュージック・エンタテイメント		2017.10	255p	26cm		ギター弾き語り				¥2000	
978-4-401-64489-6	DIR EN GREY					シンコーミュージック・エンタテイメント		2017.10	112p	30cm		シンコー・ミュージック・ムック				¥1800	
978-4-401-64508-4	3カ月で結婚できるモテ声メソッド	プロポーズを呼び込み婚活に勝つ!	木村至信 著			シンコーミュージック・エンタテイメント		2017.10	141p	21cm						¥1389	
978-4-401-64511-4	awesome! Vol.22					シンコーミュージック・エンタテイメント		2017.10	223p	23cm		シンコー・ミュージック・ムック				¥1500	
978-4-401-76234-7	IDOL FILE Vol.05		ロックスエンタテインメント合同会社 編集			ロックスエンタテインメント	シンコーミュージック・エンタテイメント	2017.10	113p	21cm					KANSAI	¥1389	
978-4-403-52438-7	純情秘書の恋する気持ち		名倉和希 著			新書館		2017.10	253p	16cm		新書館ディアプラス文庫 440				¥620	
978-4-403-52439-4	兄弟ごっこ		鳥谷しず 著			新書館		2017.10	220p	16cm		新書館ディアプラス文庫 441				¥620	
978-4-403-66584-4	S・O・S?		未散ソノオ 著			新書館		2017.10				ディアプラスコミックス				¥630	
978-4-403-66596-7	飴色パラドックス 4		夏目イサク			新書館		2017.10				ディアプラスコミックス				¥630	
978-4-403-66597-4	あやしの湯ももいろ美人		雨隠ギド 著			新書館		2017.10				ディアプラスコミックス				¥630	
978-4-403-66598-1	シークレット×××		日ノ原巡 著			新書館		2017.10				ディアプラスコミックス				¥650	
978-4-403-66599-8	茶室遊戯〜秘すれば花〜		Dite 著			新書館		2017.10				ディアプラスコミックス				¥650	
978-4-407-34460-8	理工系の基礎数学	専門へのステップアップ	金原粲 監修	北原直人 ほか執筆		実教出版		2017.10	216p	26cm		Primary大学テキスト				¥2200	
978-4-407-34461-5	あなたのまわりのデータの不思議	統計から読み解く	景山三平 著			実教出版		2017.10	173p	19cm						¥1200	
978-4-408-06368-3	新幹線スペシャルガイド	ソフト面・運転・車両・技術…カッコよくて興味深すぎる新幹線をもっと知りたい!				実業之日本社		2017.10	111p	30cm		ブルーガイド・ムック				¥1000	
978-4-408-06370-6	Dr.コパの開運縁起の風水術 2018年版		Dr.コパ小林祥晃 著			実業之日本社		2017.10	83p	26cm		ブルーガイド・グラフィック				¥926	
978-4-408-33725-8	読めばメキメキうまくなる野球入門		大石滋昭 著			実業之日本社		2017.10	175p	21cm		ジュニアレッスンシリーズ				¥1400	
978-4-408-33738-8	ザ・リアル・スイング	科学が解明した「ゴルフ新常識」 上達への最短ルート!	奥嶋誠昭 著			実業之日本社		2017.10	175p	18cm		ワッグルゴルフブック				¥980	
978-4-408-55382-5	砂漠		伊坂幸太郎 著			実業之日本社		2017.10	509p	16cm		実業之日本社文庫 い12-1				¥722	
978-4-408-55383-2	為吉	北町奉行所ものがたり	宇江佐真理 著			実業之日本社		2017.10	321p	16cm		実業之日本社文庫 う2-3				¥620	
978-4-408-55384-9	ティーンズ・エッジ・ロックンロール	TEENS EDGE ROCK'N'ROLL	熊谷達也 著			実業之日本社		2017.10	349p	16cm		実業之日本社文庫 く5-2				¥648	
978-4-408-55385-6	マル暴甘糟		今野敏 著			実業之日本社		2017.10	409p	16cm		実業之日本社文庫 こ2-11				¥694	
978-4-408-55386-3	極道刑事	新宿アンダーワールド	沢里裕二 著			実業之日本社		2017.10	285p	16cm		実業之日本社文庫 さ3-5				¥593	
978-4-408-55387-0	ルール	THE RULE	堂場瞬一 著			実業之日本社		2017.10	430p	16cm		実業之日本社文庫 と1-15	堂場瞬一スポーツ小説コレクション			¥694	
978-4-408-55388-7	死は望むところ		深町秋生 著			実業之日本社		2017.10	486p	16cm		実業之日本社文庫 ふ5-1				¥759	
978-4-408-55389-4	夜明けのカノープス		穂高明 著			実業之日本社		2017.10	213p	16cm		実業之日本社文庫 ほ3-1				¥546	
978-4-408-55390-0	ママは元アイドル		睦月影郎 著			実業之日本社		2017.10	252p	16cm		実業之日本社文庫 む2-7				¥593	
978-4-411-03112-9	韓国語能力試験TOPIK Ⅰ初級単語集		金珉秀 著			駿河台出版社		2017.10	485p	19cm						¥2500	
978-4-413-04523-0	「系図」を知ると日本史の謎が解ける	歴史を変えたあの事件・人物の舞台裏	八幡和郎 著			青春出版社		2017.10	189p	18cm		青春新書INTELLIGENCE PI-523				¥950	
978-4-413-04524-7	英語にできない日本の美しい言葉		吉田裕子 著			青春出版社		2017.10	189p	18cm		青春新書INTELLIGENCE PI-524				¥850	
978-4-413-21097-3	「くびれ」のしくみ	胸郭を整えると、お腹はどんどん引き締まる	南雅子 著			青春出版社		2017.10	189p	18cm		青春新書PLAY BOOKS P-1097				¥1000	
978-4-413-23057-5	ずるい人が周りからいなくなる本		大嶋信頼 著			青春出版社		2017.10	189p	20cm						¥1400	
978-4-413-23058-2	不登校から脱け出した家族が見つけた幸せの物語	子どものために、あなたのために…	菜花俊 著			青春出版社		2017.10	239p	20cm						¥1380	
978-4-414-41467-7	グループにおける動機づけ面接		クリストファー・C.ワグナー 著	カレン・S.インガーソル 著		誠信書房		2017.10	372p	21cm						¥4200	
978-4-414-41468-4	トラウマ関連疾患心理療法ガイドブック	事例で見る多様性と共通性	ウルリッヒ・シュニーダー 編	マリリン・クロワトル 編		誠信書房		2017.9	390p	22cm						¥5000	
978-4-415-11261-9	日本と世界の猫のカタログ 2018年版		成美堂出版編集部 編集			成美堂出版		2017.11	163p	29cm		SEIBIDO MOOK				¥1400	
978-4-415-22551-7	スピード合格!介護福祉士直前対策 '18年版		コンデックス情報研究所 編著			成美堂出版		2017.11	143p	26cm						¥1000	
978-4-415-22552-4	保育士採用試験重要ポイント+問題集 '19年度版		近喰晴子 監修	コンデックス情報研究所 編著		成美堂出版		2017.11	222p	22cm						¥1500	
978-4-415-22554-8	1回で合格!販売士検定3級過去問題集 '18年版	3級ハンドブック(改訂版)に対応	上岡史郎 著			成美堂出版		2017.11	167p	22cm						¥1400	
978-4-415-22555-5	1回で合格!販売士検定2級過去問題集 '18年版	2級ハンドブック(改訂版)に対応	上岡史郎 著			成美堂出版		2017.11	175p	22cm						¥1800	
978-4-415-22556-2	実用六法 平成30年版		加藤晋介 監修			成美堂出版		2017.11	943p	19cm						¥1600	
978-4-415-22557-9	公務員をめざす人の本 '19年版		北里敏明 監修	コンデックス情報研究所 編著		成美堂出版		2017.11	207p	22cm		合格への近道				¥1000	
978-4-415-22560-9	一冊で突破!SPI3&テストセンター 2019年入社用					成美堂出版		2017.10	271p	22cm		スマート就活				¥1200	
978-4-415-22561-6	3大テストを一気に攻略!Webテスト 2019年入社用		笹森貴之 著			成美堂出版		2017.10	303p	22cm		スマート就活				¥1200	
978-4-415-22562-3	筆記から面接まで!一般常識&最新時事 2019年入社用					成美堂出版		2017.10	207p	22cm		スマート就活				¥1200	
978-4-415-22563-0	同時に対策!エントリーシート&面接 2019年入社用		チームUKT 監修			成美堂出版		2017.10	255p	22cm		スマート就活				¥1200	
978-4-415-32416-6	ムリなくはじめられる楽しいランニング		鈴木清和 著			成美堂出版		2017.10	159p	22cm						¥1200	
978-4-415-32424-1	入学準備これだけで大丈夫!せいかつ・ちしき	生活力と学習習慣が身につく!!	岩瀬恭子 監修			成美堂出版		2017.11	64p	21×30cm						¥660	
978-4-415-40257-4	西郷隆盛	天が愛した男	童門冬二 著			成美堂出版		2017.10	319p	16cm		成美文庫 ど-1-17				¥546	
978-4-416-31521-7	これで眠くならない!能の名曲60選	眠くならない指数上演頻度の数でわかるおススメ度付き	中村雅之 著			誠文堂新光社		2017.10	255p	21cm						¥1800	
978-4-416-61719-9	スノーキャンプ・マニュアル	雪の中でアウトドアを快適に楽しむ	ボーイスカウト日本連盟 監修	スノーキャンプ推進委員会 編		誠文堂新光社		2017.10	206p	21cm						¥2200	
978-4-416-61730-4	実用オーディオ真空管ガイドブック	真空管の基礎知識と主要真空管のデータを網羅	MJ無線と実験編集部 編			誠文堂新光社		2017.10	199p	26cm						¥3000	
978-4-416-61735-9	まるごとわかるイチゴ	基礎知識、栽培技術、品種解説、海外動向まで完全網羅	西澤隆 著			誠文堂新光社		2017.10	207p	21cm		農耕と園藝ブックス				¥2200	
