ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-319-27862-6	栃木県の小学校教諭過去問 2019年度版		協同教育研究会 編			協同出版		2017.9	322p	21cm		教員採用試験過去問シリーズ 2				¥1500	
978-4-319-27888-6	埼玉県・さいたま市の小学校教諭過去問 2019年度版		協同教育研究会 編			協同出版		2017.9	328p	21cm		教員採用試験過去問シリーズ 2				¥1500	
978-4-319-27903-6	千葉県・千葉市の英語科過去問 2019年度版		協同教育研究会 編			協同出版		2017.9	305p	21cm		教員採用試験過去問シリーズ 5				¥1500	
978-4-319-28140-4	鳥取県の教職・一般教養過去問 2019年度版		協同教育研究会 編			協同出版		2017.10	307p	21cm		教員採用試験過去問シリーズ 1				¥1500	
978-4-319-28291-3	熊本県・熊本市の教職教養過去問 2019年度版		協同教育研究会 編			協同出版		2017.9	318p	21cm		教員採用試験過去問シリーズ 1				¥1500	
978-4-319-45689-5	北海道・札幌市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45703-8	青森県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	320p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45736-6	秋田県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-45748-9	山形県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45759-5	福島県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-45771-7	茨城県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45784-7	栃木県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45797-7	群馬県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45810-3	埼玉県・さいたま市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	304p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45821-9	千葉県・千葉市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-45833-2	東京都の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-45847-9	神奈川県・横浜市・川崎市・相模原市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45861-5	新潟県・新潟市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	308p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45873-8	富山県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45885-1	石川県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	308p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45897-4	福井県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	308p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45909-4	山梨県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	308p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45922-3	長野県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	314p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45933-9	岐阜県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	304p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-45946-9	静岡県・静岡市・浜松市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	330p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45958-2	愛知県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45971-1	三重県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	296p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45983-4	滋賀県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-45996-4	京都府の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46008-3	大阪府・大阪市・堺市・豊能地区の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46020-5	兵庫県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46032-8	奈良県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46045-8	和歌山県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46057-1	鳥取県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46070-0	島根県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46083-0	岡山県・岡山市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46095-3	広島県・広島市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	312p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46106-6	山口県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46119-6	徳島県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46144-8	愛媛県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46155-4	高知県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	312p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46165-3	福岡県・福岡市・北九州市の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	305p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46167-7	福岡県・福岡市・北九州市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46178-3	佐賀県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	309p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46180-6	佐賀県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	298p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46190-5	長崎県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	337p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46192-9	長崎県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	314p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46202-5	熊本県・熊本市の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	341p	21cm		教員採用試験参考書シリーズ 4				¥1500	
978-4-319-46204-9	熊本県・熊本市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 6				¥1500	
978-4-319-46214-8	大分県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	328p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46216-2	大分県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	312p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46226-1	宮崎県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	340p	21cm		教員採用試験参考書シリーズ 4				¥1500	
978-4-319-46237-7	鹿児島県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	321p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46239-1	鹿児島県の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	300p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46249-0	沖縄県の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	334p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46261-2	名古屋市の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	303p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46263-6	名古屋市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46274-2	京都市の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	331p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46276-6	京都市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	306p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-319-46286-5	神戸市の社会科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	321p	21cm		教員採用試験参考書シリーズ 5				¥1500	
978-4-319-46288-9	神戸市の数学科参考書 2019年度版		協同教育研究会 編			協同出版		2017.9	302p	21cm		教員採用試験参考書シリーズ 7				¥1500	
978-4-320-11174-5	数学探検・共立講座 1		新井仁之 ほか編			共立出版		2017.9	482p	21cm					微分積分	¥2400	
978-4-323-03510-9	ぼくのおとうさんとおかあさん		みやにしたつや 作・絵			金の星社		2017.9	24p	23cm		こどものくに傑作絵本				¥1200	
978-4-323-06094-1	光をくれた犬たち盲導犬の一生		今西乃子 著	浜田一男 写真		金の星社		2017.9	165p	22cm		ノンフィクション知られざる世界				¥1400	
978-4-323-07361-3	パンツいっちょうめ		やぎたみこ 絵	苅田澄子 作		金の星社		2017.9	32p	25cm						¥1300	
978-4-323-07396-5	まほうのゆうびんポスト		やまだともこ 作	いとうみき 絵		金の星社		2017.9	94p	22cm						¥1200	
978-4-324-10275-6	交通事故民事裁判例集 第49巻第4号		不法行為法研究会 編			ぎょうせい		2017.9	p817〜1070	21cm					平成28年7月・8月	¥2800	
978-4-324-10356-2	国土交通省会計実務要覧 平成29年度版		ぎょうせい 編集			ぎょうせい		2017.9	1458p	21cm						¥4300	
978-4-324-10363-0	地方公務員年金制度の解説 平成29年度版		地方公務員年金制度研究会 編集			ぎょうせい		2017.8	119p	26cm						¥1750	
978-4-324-10400-2	要説住民税 平成29年度版		市町村税務研究会 編			ぎょうせい		2017.9	463p	21cm						¥2700	
978-4-326-00044-9	ビッグデータ・リトルデータ・ノーデータ	研究データと知識インフラ	クリスティン L.ボーグマン 著	佐藤義則 訳		勁草書房		2017.9	430p	22cm						¥4400	
978-4-326-65410-9	現代メディア・イベント論	パブリック・ビューイングからゲーム実況まで	飯田豊 編著	立石祥子 編著		勁草書房		2017.9	253, 8p	20cm						¥3000	
978-4-330-81617-3	ゆでたまごでんしゃ	「まいどごめいわくありがとうございます」の巻	北村裕花 え	くればやしよしえ さく		交通新聞社		2017.9	1冊(ページ付なし)	21×27cm						¥1300	
978-4-330-81817-7	都営交通の世界	身近な鉄路とバスの“本格派”雑学				交通新聞社		2017.10	144p	29cm		トラベルMOOK				¥1600	
978-4-331-52124-3	ヒマラヤ大聖者の幸運を呼ぶ生き方	「与える人」が最も豊かになる	相川圭子 著			廣済堂出版		2017.9	182p	19cm						¥1300	
978-4-331-80370-7	中学野球太郎 Vol.16					廣済堂出版		2017.9	196p	21cm		廣済堂ベストムック 365			特集完全無欠の弱点克服マニュアル	¥1300	
978-4-332-02103-2	エビデンスで差がつく食育		藤原葉子 共著	石川朋子 共著		光生館		2017.9	123p	26cm						¥2400	
978-4-332-04065-1	食物学概論		藤原葉子 編著		第2版	光生館		2017.9	198p	21cm						¥1800	
978-4-334-04307-0	誰も教えてくれない大人の性の作法		坂爪真吾 著	藤見里紗 著		光文社		2017.9	225p	18cm		光文社新書 901				¥760	
978-4-334-04308-7	御社の商品が売れない本当の理由	「実践マーケティング」による解決	鈴木隆 著			光文社		2017.9	345p	18cm		光文社新書 902				¥920	
978-4-334-04309-4	ねじ曲げられた「イタリア料理」		ファブリツィオ・グラッセッリ 著			光文社		2017.9	265p	18cm		光文社新書 903				¥800	
978-4-334-04310-0	誰が「働き方改革」を邪魔するのか		中村東吾 著			光文社		2017.9	237p	18cm		光文社新書 904				¥760	
978-4-334-04311-7	ミレニアル起業家の新モノづくり論		仲暁子 著			光文社		2017.9	253p	18cm		光文社新書 905				¥900	
978-4-334-04312-4	「朝ドラ」一人勝ちの法則		指南役 著			光文社		2017.9	210p	18cm		光文社新書 906				¥840	
978-4-334-91183-6	心中旅行		花村萬月 著			光文社		2017.9	327p	20cm						¥1800	
978-4-334-91184-3	乗りかかった船		瀧羽麻子 著			光文社		2017.9	268p	19cm						¥1600	
978-4-334-91185-0	署長・田中健一の幸運		川崎草志 著			光文社		2017.9	293p	19cm						¥1900	
978-4-334-91186-7	妖曲羅生門	御堂関白陰陽記	高井忍 著			光文社		2017.9	269p	19cm						¥1900	
978-4-334-97946-1	松任谷正隆の素		松任谷正隆 著			光文社		2017.9	225p	21cm						¥1600	
978-4-334-97947-8	クローゼットにはワンピースが10着あればいい	「最強の10着」で着回す365日大人コーディネート帳	福田栄華 著			光文社		2017.9	127p	21cm		美人時間ブック				¥1400	
978-4-334-97948-5	母と行く、感動の温泉宿		HERS編集部 編			光文社		2017.9	143p	21cm						¥1400	
978-4-334-97949-2	宇宙の法則を使って「人体実験」に成功しました	会社で死にそうだったバリキャリ女子が、人生で奇跡を起こした方法	タマオキアヤ 著			光文社		2017.9	199p	19cm						¥1300	
978-4-334-97950-8	神なび	新88カ所お遍路紀行	真印 著			光文社		2017.9	135p	19cm						¥1200	
978-4-334-97951-5	あったら、いいうつわ	Style‐Hug Gallery The Beauty of Daily Use	尾関倫衣 著			光文社		2017.9	95p	25cm						¥1800	
978-4-334-97952-2	美と健康のつくりおきファイトレシピ	野菜とフルーツの力が体を変える	宮澤陽夫 監修	牛尾理恵 レシピ監修		光文社		2017.9	79p	26cm						¥1400	
978-4-334-97953-9	ブレグジット秘録	英国がEU離脱という「悪魔」を解き放つまで	クレイグ・オリヴァー 著	江口泰子 訳		光文社		2017.9	660p	20cm						¥3000	
978-4-335-35708-4	条解行政手続法		高木光 著	常岡孝好 著	第2版	弘文堂		2017.9	657p	22cm						¥10000	
978-4-336-06195-9	縄文人はなぜ死者を穴に埋めたのか	墓と子宮の考古学	大島直行 著			国書刊行会		2017.9	305p	20cm						¥2200	
978-4-336-06196-6	中国の海洋侵出を抑え込む	日本の対中防衛戦略	日本安全保障戦略研究所 編著			国書刊行会		2017.9	372p	19cm						¥2400	
978-4-339-02878-2	システム設計論		布広永示 共著	今城哲二 共著	改訂版	コロナ社		2017.9	206p	21cm						¥2600	
978-4-341-08681-7	定年は人生のご褒美	第二の人生を賢く生きてみませんか	大川英明 著			ごま書房新社		2017.9	265p	19cm						¥1300	
978-4-344-42646-7	放課後の厨房男子		秋川滝美 著			幻冬舎		2017.9	296p	16cm		幻冬舎文庫 あ-64-1				¥600	
978-4-344-42647-4	宣戦の烽		上田秀人 著			幻冬舎		2017.9	338p	16cm		幻冬舎時代小説文庫 う-8-14	町奉行内与力奮闘記 5			¥650	
978-4-344-42648-1	極道大名		風野真知雄 著			幻冬舎		2017.9	261p	16cm		幻冬舎時代小説文庫 か-25-23				¥540	
978-4-344-84078-2	恋の花咲く		椎崎夕 著			幻冬舎コミックス	幻冬舎	2017.9	351p	15cm		幻冬舎ルチル文庫 し1-21				¥700	
978-4-344-84079-9	真昼の月 3		いおかいつき 著			幻冬舎コミックス	幻冬舎	2017.9	478p	15cm		幻冬舎ルチル文庫 い2-11				¥820	
978-4-344-84080-5	恋の病に甘々トラップ		月東湊 著			幻冬舎コミックス	幻冬舎	2017.9	287p	15cm		幻冬舎ルチル文庫 け2-4				¥660	
978-4-344-84081-2	愛とは美味なるものである		野原滋 著			幻冬舎コミックス	幻冬舎	2017.9	252p	15cm		幻冬舎ルチル文庫 の1-9				¥630	
978-4-344-91325-7	エネルギー戦国時代はプロパンガスが制する		後藤庄樹 著			幻冬舎メディアコンサルティング	幻冬舎	2017.9	201p	19cm						¥1500	
978-4-344-91334-9	2020年以降も勝ち残るコンパクト・ラグジュアリー物件投資		坂口勇介 著			幻冬舎メディアコンサルティング	幻冬舎	2017.9	220p	19cm						¥1500	
978-4-344-91358-5	海武士の詩		黒川十蔵 著			幻冬舎メディアコンサルティング	幻冬舎	2017.9	296p	20cm						¥1300	
978-4-344-91359-2	アタックライン		中城廉太 著			幻冬舎メディアコンサルティング	幻冬舎	2017.9	290p	19cm						¥1200	
978-4-380-17002-7	颶風のあと	福田善之戯曲集	福田善之 著			三一書房		2017.9	334p	19cm						¥2500	
978-4-384-04764-6	宅建業申請から民泊、農地まで不動産ビジネスのための許認可のしくみと手続き	事業者必携	服部真和 監修			三修社		2017.10	255p	21cm						¥1900	
978-4-384-04765-3	入門図解最新独占禁止法・景表法・下請法のしくみ	事業者必携	奈良恒則 監修			三修社		2017.10	255p	21cm						¥1900	
978-4-387-17111-9	サンリオキャラクターズポンポンジャンプ! マーチの号					サンリオ		2017.9	55p	26cm		サンリオチャイルドムック 05号				¥880	
978-4-387-17120-1	へんしん!ミニおめんぶっく	12このミニおめんつき♥ サンリオキャラクターのミニおめんが、じぶんでつくれる!あそべる!!				サンリオ		2017.9	1冊(ページ付なし)	30cm		サンリオチャイルドムック 第06号				¥980	
978-4-387-17122-5	ぐでたま・しーるぶっく	5 6 7歳向け			新装版	サンリオ		2017.9	51p	19×26cm		サンリオチャイルドムック 07号				¥660	
978-4-391-15063-6	毎日食べたいスーパーフードのおいしいレシピ108	カラダがよろこぶ、美容&健康ごはん	タカコ ナカムラ 著			主婦と生活社		2017.9	127p	21cm						¥1500	
978-4-391-15088-9	CHEESE BAKE	混ぜるだけで作れるケーキ、マフィン、クッキー	ムラヨシマサユキ 著			主婦と生活社		2017.9	87p	25cm						¥1300	
978-4-391-64066-3	私のカントリー NO.102	ナチュラルな暮らしを楽しむ				主婦と生活社		2017.9	146p	30cm					テーマのある住まい/ターシャの愛用品を手作り	¥1400	
978-4-396-21035-9	十津川警部予土線に殺意が走る	長編推理小説	西村京太郎 著			祥伝社		2017.9	192p	18cm		ノン・ノベル 1035				¥840	
978-4-396-31716-4	謹訳源氏物語 1		紫式部 著	林望 訳著	改訂新修	祥伝社		2017.9	410p	16cm		祥伝社文庫 は18-1				¥720	
978-4-396-31717-1	食べものだけで余命3カ月のガンに勝った	末期ガンから生還した、私のオーガニック薬膳ライフ	高遠智子 著			祥伝社		2017.9	219p	16cm		祥伝社黄金文庫 Gた24-1				¥600	
978-4-396-31718-8	京都大学アイデアが湧いてくる講義	サイエンスの発想法	上杉志成 著			祥伝社		2017.9	284p	16cm		祥伝社黄金文庫 Gう8-1				¥640	
978-4-396-31719-5	発達障害に気づかない大人たち		星野仁彦 著			祥伝社		2017.9	263p	16cm		祥伝社黄金文庫 Gほ5-1				¥630	
978-4-396-34345-3	十津川警部七十年後の殺人		西村京太郎 著			祥伝社		2017.9	250p	16cm		祥伝社文庫 に1-54				¥590	
978-4-396-34346-0	原罪		遠藤武文 著			祥伝社		2017.9	543p	16cm		祥伝社文庫 え5-1				¥850	
978-4-396-34347-7	ゴールデンコンビ	婚活刑事&シンママ警察通訳人	加藤実秋 著			祥伝社		2017.9	317p	16cm		祥伝社文庫 か32-1				¥630	
978-4-396-34348-4	春雷		葉室麟 著			祥伝社		2017.9	375p	16cm		祥伝社文庫 は12-3				¥700	
978-4-396-34349-1	伽羅の残香	長編時代小説書下ろし	小杉健治 著			祥伝社		2017.9	330p	16cm		祥伝社文庫 こ17-42	風烈廻り与力・青柳剣一郎 39			¥640	
978-4-396-34350-7	恋はかげろう	時代小説書下ろし	坂岡真 著			祥伝社		2017.9	329p	16cm		祥伝社文庫 さ11-8	新・のうらく侍 2			¥640	
978-4-396-34351-4	鬼変	長編時代小説書下ろし	芝村凉也 著			祥伝社		2017.9	307p	16cm		祥伝社文庫 し21-1	討魔戦記 1			¥630	
978-4-396-34352-1	紅の馬	長編時代小説書下ろし	原田孔平 著			祥伝社		2017.9	363p	16cm		祥伝社文庫 は15-3	浮かれ鳶の事件帖 3			¥670	
978-4-396-34353-8	読売屋お吉甘味とぉんと帖	長編時代小説書下ろし	五十嵐佳子 著			祥伝社		2017.9	340p	16cm		祥伝社文庫 い28-1				¥660	
978-4-396-34354-5	最低の軍師	長編歴史小説書下ろし	簑輪諒 著			祥伝社		2017.9	439p	16cm		祥伝社文庫 み18-1				¥740	
978-4-396-34355-2	驕奢の宴 上		井沢元彦 著			祥伝社		2017.9	433p	16cm		祥伝社文庫 い6-10	信濃戦雲録 第3部			¥750	
978-4-396-34356-9	驕奢の宴 下		井沢元彦 著			祥伝社		2017.9	458p	16cm		祥伝社文庫 い6-11	信濃戦雲録 第3部			¥750	
978-4-396-63525-1	草笛物語		葉室麟 著			祥伝社		2017.9	274p	20cm						¥1600	
978-4-396-63526-8	ライオンは仔猫に夢中		東川篤哉 著			祥伝社		2017.9	251p	19cm		平塚おんな探偵の事件簿 3				¥1400	
978-4-398-28267-5	ことりっぷMagazine Vol.14(2017Autumn)					昭文社		2017.10	162p	30cm		ことりっぷmook			レトロの町で。	¥630	
978-4-398-28339-9	東京ベストスポット 2017					昭文社		2017.10	151p	26cm		まっぷるマガジン	関東 08			¥900	
978-4-398-28340-5	東京ベストスポット 2017				mini	昭文社		2017.10	151p	18cm		まっぷるマガジン	関東 08			¥900	
978-4-398-28343-6	北陸・金沢 '18					昭文社		2017.10	143p	26cm		まっぷるマガジン	北陸 02			¥900	
978-4-398-28351-1	ソウル '18					昭文社		2017.10	151p	26cm		まっぷるマガジン	海外			¥1000	
978-4-398-28352-8	ソウル '18				mini	昭文社		2017.10	151p	18cm		まっぷるマガジン	海外			¥1000	
978-4-401-03560-1	アニメソングの名曲&定番曲あつめました。				保存版	シンコーミュージック・エンタテイメント		2017.9	199p	31cm		ピアノ・ソロ				¥1900	
978-4-401-14605-5	ソロ・ギターで弾きたい人気曲あつめました。				保存版	シンコーミュージック・エンタテイメント		2017.9	167p	31cm	録音ディスク(2枚 12cm)	ギター・ソロ				¥3000	
978-4-401-35862-5	懐かしのJ-POPスタンダード				ワイド版	シンコーミュージック・エンタテイメント		2017.9	279p	31cm		バンド・スコア				¥3400	
978-4-401-64478-0	あなたの聴き方を変えるジャズ史		村井康司 著			シンコーミュージック・エンタテイメント		2017.10	359p	21cm						¥2000	
978-4-401-64490-2	BURRN!JAPAN Vol.9					シンコーミュージック・エンタテイメント		2017.9	160p	30cm		シンコー・ミュージック・ムック			アンセム巻頭大特集!	¥1200	
978-4-401-64503-9	弾き語り歌メロブック	ダイヤグラム&歌メロ付き				シンコーミュージック・エンタテイメント		2017.10	289p	26cm		シンコー・ミュージック・ムック				¥1000	
978-4-401-64513-8	チープ・トリック	Cheap Trick				シンコーミュージック・エンタテイメント		2017.9	175p	26cm		SHINKO MUSIC MOOK				¥1800	
978-4-401-72006-4	サックス・ワールド Vol.6(2017AUTUMN)	Sax World				ホットリバー	シンコーミュージック・エンタテイメント	2017.10	178p	30cm	録音ディスク(1枚 12cm)	シンコー・ミュージック・ムック			渡辺貞夫/本多俊之&須川展也/チャーリー・パーカー	¥1500	
978-4-403-66595-0	地球が何回まわったら		待緒イサミ 著			新書館		2017.9				Cia♥				¥680	
978-4-405-09344-7	老けない人はこれを食べている		牧田善二 著			新星出版社		2017.9	143p	19cm						¥1000	
978-4-406-06164-3	ブルちゃんは二十五ばんめの友だち		最上一平 作	青山友美 絵		新日本出版社		2017.9	62p	22cm						¥1300	
978-4-406-06168-1	争議生活者	時の行路 完結編	田島一 著			新日本出版社		2017.9	174p	19cm						¥1900	
978-4-408-00902-5	だし検定公式テキスト	だしソムリエ協会推薦テキスト	だしソムリエ協会 監修	鵜飼真妃 監修		実業之日本社		2017.9	143p	21cm						¥1500	
978-4-411-03111-2	ハングル・レシピ	日本語の発想で作る韓国語	増田忠幸 著			駿河台出版社		2017.10	191p	21cm	MP3 CD-ROM(1枚 12cm)					¥1900	
978-4-412-01633-0	生活に生きる仏教		聖教新聞社教学解説部 編			聖教新聞社		2017.10	165p	19cm						¥833	
978-4-413-09678-2	「美しい日本語」の練習帳	語彙力も品も高まる一発変換 いつもの言葉が、たちまち知的に早変わり!	知的生産研究会 著			青春出版社		2017.9	201p	15cm		青春文庫 ち-40				¥740	
978-4-413-09679-9	本当は怖い59の心理実験		おもしろ心理学会 編			青春出版社		2017.9	203p	15cm		青春文庫 お-49				¥719	
978-4-413-23055-1	「つい怒ってしまう」がなくなる子育てのアンガーマネジメント		戸田久実 著			青春出版社		2017.9	206p	19cm						¥1400	
978-4-414-60159-6	ライフデザイン学		齊藤恭平 編	本名靖 編	第2版	誠信書房		2017.9	264p	21cm						¥2400	
978-4-415-11262-6	日本と世界の犬のカタログ 2018年版		成美堂出版編集部 編集	福山貴昭 監修		成美堂出版		2017.10	231p	30cm		SEIBIDO MOOK				¥1500	
978-4-415-32307-7	家庭のオーブンで作る食パン	おいしくて奥が深い食パンの世界へようこそ。	ムラヨシマサユキ 著			成美堂出版		2017.10	95p	26cm						¥1000	
978-4-415-32413-5	羽生善治の将棋「次の一手」150題	序盤から中盤・終盤・詰みまで羽生流「次の一手」を解く!	羽生善治 著			成美堂出版		2017.10	319p	16cm						¥740	
978-4-415-40256-7	50歳からの脳活性ドリル	もの忘れ、認知症が気になる方へ…	児玉光雄 著			成美堂出版		2017.9	174p	16cm		成美文庫 こ-2-7				¥500	
978-4-416-51744-4	算数の図鑑	小学生のうちに伸ばしたい数&図形センスをみがく 子供の科学ビジュアル図鑑	キャロル・ヴォーダマン 著	松原麻実 日本語版翻訳		誠文堂新光社		2017.9	320p	29cm						¥2800	
978-4-416-51769-7	酒肴ごよみ365日	季節にほろ酔う旬つまみ 簡単で旨い味わい方、乙な愉しみ方	萬田康文 著	大沼ショージ 著		誠文堂新光社		2017.9	383p	19cm						¥1600	
978-4-418-17319-8	「てんぷら近藤」主人のやさしく教える天ぷらのきほん		近藤文夫 著			世界文化社		2017.9	127p	26cm		おうちで作れる専門店の味				¥1600	
978-4-418-17332-7	ひとつの野菜で作る常備菜	今日作って、1週間使える野菜別ストックとアレンジおかず 野菜をたっぷり食べる!という日にも少しだけほしいときにも、重宝します	庄司いずみ 著			世界文化社		2017.9	127p	21cm						¥1300	
978-4-418-17424-9	検定版きもの知識全書	きもの知識検定公式教本				世界文化社		2017.9	295p	28cm						¥3300	
978-4-418-17506-2	久米宏です。	ニュースステーションはザ・ベストテンだった	久米宏 著			世界文化クリエイティブ	世界文化社	2017.9	337p	19cm						¥1600	
978-4-419-06475-4	スポーツマネジメント入門	プロ野球とプロサッカーの経営学	西崎信男 著		第2版	税務経理協会		2017.8	303p	21cm						¥3000	
